prediction,confidence,truth,adv_status
2,0.25305119156837463,2,Adversary
3,0.9002798199653625,3,No Adversary
1,0.9654461741447449,1,No Adversary
6,0.9689186215400696,6,No Adversary
0,0.9838921427726746,0,No Adversary
2,0.9228365421295166,2,No Adversary
3,0.9313602447509766,3,No Adversary
2,0.28310686349868774,2,Adversary
9,0.9343762993812561,9,No Adversary
0,0.966593325138092,0,No Adversary
4,0.16018617153167725,4,Adversary
4,0.22353282570838928,4,Adversary
2,0.2578136622905731,2,Adversary
9,0.12760935723781586,9,Adversary
6,0.19616800546646118,6,Adversary
0,0.16046226024627686,0,Adversary
5,0.18611456453800201,5,Adversary
6,0.17659124732017517,6,Adversary
8,0.1532309204339981,8,Adversary
3,0.2092115432024002,3,Adversary
5,0.20557235181331635,5,Adversary
6,0.911766529083252,6,No Adversary
3,0.935759425163269,3,No Adversary
0,0.9578835368156433,0,No Adversary
3,0.14678245782852173,3,Adversary
1,0.9907942414283752,1,No Adversary
3,0.9682581424713135,3,No Adversary
5,0.13750110566616058,5,Adversary
6,0.1665269285440445,1,Adversary
9,0.9123042821884155,9,No Adversary
6,0.9739987254142761,6,No Adversary
3,0.15400339663028717,3,Adversary
5,0.1450258195400238,8,Adversary
8,0.966777503490448,8,No Adversary
5,0.9553085565567017,5,No Adversary
9,0.9483644366264343,9,No Adversary
8,0.13092948496341705,8,Adversary
0,0.14930111169815063,0,Adversary
6,0.16524210572242737,6,Adversary
3,0.1513727307319641,3,Adversary
0,0.7182492017745972,5,No Adversary
9,0.9157302379608154,9,No Adversary
7,0.189791738986969,7,Adversary
2,0.27046212553977966,2,Adversary
8,0.9578468799591064,8,No Adversary
6,0.1796531081199646,6,Adversary
7,0.1849559247493744,7,Adversary
0,0.9655783176422119,0,No Adversary
5,0.24898092448711395,5,Adversary
6,0.9735254049301147,6,No Adversary
9,0.15351420640945435,9,Adversary
0,0.894182026386261,0,No Adversary
0,0.9587833285331726,0,No Adversary
7,0.19102267920970917,7,Adversary
2,0.40799105167388916,7,No Adversary
4,0.1544434130191803,4,Adversary
6,0.9926236867904663,6,No Adversary
9,0.971045970916748,9,No Adversary
9,0.1353113204240799,9,Adversary
1,0.9870994687080383,1,No Adversary
3,0.21053770184516907,3,Adversary
9,0.8380849361419678,9,No Adversary
9,0.9381779432296753,9,No Adversary
0,0.9729037284851074,0,No Adversary
8,0.13388194143772125,1,Adversary
9,0.9413858652114868,9,No Adversary
9,0.6792254447937012,9,No Adversary
9,0.9577110409736633,9,No Adversary
3,0.17645537853240967,3,Adversary
7,0.6481730937957764,7,No Adversary
6,0.19486699998378754,6,Adversary
6,0.9712552428245544,6,No Adversary
2,0.13488975167274475,1,Adversary
9,0.9015282988548279,9,No Adversary
9,0.13544708490371704,9,Adversary
2,0.9617109894752502,2,No Adversary
6,0.9407097101211548,6,No Adversary
5,0.16378001868724823,8,Adversary
3,0.9190200567245483,3,No Adversary
3,0.20819352567195892,3,Adversary
1,0.9815399050712585,1,No Adversary
8,0.8146114349365234,8,No Adversary
3,0.22711926698684692,3,Adversary
3,0.7922300100326538,3,No Adversary
3,0.17350764572620392,3,Adversary
5,0.26509150862693787,5,Adversary
4,0.928061306476593,4,No Adversary
3,0.591141402721405,3,No Adversary
0,0.15811677277088165,0,Adversary
2,0.8427285552024841,2,No Adversary
0,0.14932580292224884,0,Adversary
4,0.1420620083808899,4,Adversary
5,0.15212152898311615,5,Adversary
2,0.9690945148468018,2,No Adversary
3,0.9252766966819763,3,No Adversary
3,0.18794341385364532,3,Adversary
6,0.9338498711585999,6,No Adversary
7,0.19775746762752533,7,Adversary
1,0.8733203411102295,1,No Adversary
1,0.9883117079734802,1,No Adversary
9,0.49741390347480774,8,No Adversary
9,0.915569007396698,9,No Adversary
2,0.28625935316085815,2,Adversary
4,0.9800112247467041,4,No Adversary
2,0.8530187010765076,2,No Adversary
1,0.9956796765327454,1,No Adversary
0,0.17592614889144897,0,Adversary
2,0.14646586775779724,2,Adversary
4,0.9874675869941711,4,No Adversary
4,0.9436553716659546,4,No Adversary
8,0.9520228505134583,8,No Adversary
6,0.9841208457946777,6,No Adversary
1,0.9952238202095032,1,No Adversary
1,0.9257848262786865,1,No Adversary
3,0.9661134481430054,3,No Adversary
4,0.9717627167701721,4,No Adversary
6,0.991912305355072,6,No Adversary
7,0.9415113925933838,7,No Adversary
2,0.14584492146968842,8,Adversary
2,0.9724193811416626,2,No Adversary
6,0.17177771031856537,6,Adversary
7,0.9832426309585571,7,No Adversary
6,0.20489943027496338,6,Adversary
8,0.9624091982841492,8,No Adversary
0,0.18469828367233276,0,Adversary
3,0.24960535764694214,3,Adversary
0,0.8316773772239685,6,No Adversary
3,0.17333699762821198,3,Adversary
2,0.1514415293931961,7,Adversary
9,0.969478964805603,9,No Adversary
3,0.7713139057159424,3,No Adversary
8,0.13294944167137146,9,Adversary
0,0.9783096313476562,0,No Adversary
9,0.9338138699531555,9,No Adversary
2,0.1894320249557495,7,Adversary
0,0.9632925391197205,0,No Adversary
7,0.9709821939468384,7,No Adversary
5,0.949820876121521,5,No Adversary
2,0.15703286230564117,7,Adversary
1,0.9707475900650024,1,No Adversary
6,0.16736789047718048,6,Adversary
2,0.13589724898338318,6,Adversary
2,0.95494544506073,2,No Adversary
3,0.22220663726329803,3,Adversary
4,0.9813692569732666,4,No Adversary
2,0.9326547980308533,2,No Adversary
6,0.8928694725036621,6,No Adversary
5,0.9386184811592102,5,No Adversary
0,0.9816395044326782,0,No Adversary
6,0.1738426834344864,6,Adversary
9,0.8212584853172302,9,No Adversary
2,0.2674790620803833,2,Adversary
7,0.17120353877544403,7,Adversary
2,0.21466192603111267,2,Adversary
9,0.12161541730165482,9,Adversary
2,0.20735421776771545,2,Adversary
3,0.9775878190994263,3,No Adversary
4,0.1607479453086853,4,Adversary
3,0.8729346990585327,3,No Adversary
9,0.8710107207298279,9,No Adversary
3,0.2107473611831665,3,Adversary
0,0.9792158007621765,0,No Adversary
9,0.9478121995925903,9,No Adversary
5,0.14933766424655914,9,Adversary
2,0.16262516379356384,7,Adversary
2,0.24862916767597198,2,Adversary
8,0.12479879707098007,9,Adversary
9,0.8018465638160706,9,No Adversary
3,0.21159130334854126,3,Adversary
5,0.9785993695259094,5,No Adversary
1,0.9799877405166626,1,No Adversary
6,0.9485023617744446,6,No Adversary
7,0.9761009216308594,7,No Adversary
4,0.15533477067947388,4,Adversary
8,0.13039708137512207,0,Adversary
1,0.9854282140731812,1,No Adversary
3,0.9908339977264404,3,No Adversary
8,0.7252846360206604,8,No Adversary
0,0.5545931458473206,0,No Adversary
6,0.8910675048828125,6,No Adversary
4,0.976937472820282,4,No Adversary
1,0.9902676343917847,1,No Adversary
9,0.1873365193605423,9,Adversary
6,0.18512655794620514,6,Adversary
6,0.3294995129108429,6,No Adversary
6,0.12708121538162231,1,Adversary
3,0.9475243091583252,3,No Adversary
3,0.9256318807601929,3,No Adversary
6,0.9947803020477295,6,No Adversary
3,0.9591636657714844,3,No Adversary
4,0.1879594922065735,4,Adversary
7,0.9812633395195007,7,No Adversary
4,0.9875379204750061,4,No Adversary
5,0.8913236856460571,5,No Adversary
2,0.4919457733631134,2,No Adversary
1,0.14369243383407593,1,Adversary
0,0.9972874522209167,0,No Adversary
8,0.1551484614610672,0,Adversary
7,0.17430990934371948,7,Adversary
5,0.19111566245555878,5,Adversary
3,0.9179396033287048,3,No Adversary
2,0.18835633993148804,7,Adversary
7,0.9875106811523438,7,No Adversary
6,0.18825837969779968,6,Adversary
4,0.21718037128448486,4,Adversary
7,0.9751800298690796,7,No Adversary
9,0.9580867886543274,9,No Adversary
8,0.16562168300151825,8,Adversary
9,0.11649254709482193,7,Adversary
2,0.9660906791687012,2,No Adversary
9,0.15950395166873932,9,Adversary
7,0.9852717518806458,7,No Adversary
9,0.9181919693946838,9,No Adversary
3,0.9815245866775513,3,No Adversary
8,0.1641932874917984,8,Adversary
8,0.19545315206050873,8,Adversary
4,0.21351268887519836,4,Adversary
5,0.17303910851478577,3,Adversary
9,0.9001456499099731,9,No Adversary
2,0.9706684350967407,2,No Adversary
1,0.15146087110042572,1,Adversary
4,0.1383819282054901,4,Adversary
2,0.16542761027812958,7,Adversary
2,0.22529147565364838,2,Adversary
1,0.13982196152210236,1,Adversary
8,0.6433773040771484,8,No Adversary
4,0.8728466033935547,4,No Adversary
6,0.9732239246368408,6,No Adversary
0,0.9982941150665283,0,No Adversary
2,0.15988628566265106,7,Adversary
4,0.2202974110841751,4,Adversary
9,0.9188559055328369,9,No Adversary
9,0.9281814098358154,9,No Adversary
9,0.18488337099552155,9,Adversary
3,0.9182929992675781,3,No Adversary
8,0.13962240517139435,8,Adversary
8,0.9733113646507263,8,No Adversary
2,0.19942310452461243,7,Adversary
8,0.12484253942966461,1,Adversary
1,0.7605279684066772,1,No Adversary
1,0.14310212433338165,1,Adversary
0,0.15227505564689636,0,Adversary
3,0.9092075228691101,3,No Adversary
6,0.16456006467342377,6,Adversary
3,0.982789158821106,3,No Adversary
1,0.14070923626422882,1,Adversary
7,0.17566215991973877,7,Adversary
9,0.6571065783500671,9,No Adversary
3,0.9833227396011353,3,No Adversary
2,0.23781536519527435,2,Adversary
2,0.1649884432554245,7,Adversary
4,0.15569624304771423,4,Adversary
5,0.2612210512161255,5,Adversary
2,0.9275807738304138,2,No Adversary
3,0.7440435886383057,3,No Adversary
9,0.17419156432151794,9,Adversary
4,0.9793815612792969,4,No Adversary
2,0.14145003259181976,0,Adversary
6,0.13811393082141876,6,Adversary
8,0.1668081134557724,8,Adversary
5,0.8228525519371033,5,No Adversary
9,0.8939858078956604,9,No Adversary
8,0.9705488681793213,8,No Adversary
4,0.16645926237106323,4,Adversary
0,0.12706208229064941,0,Adversary
7,0.15073880553245544,7,Adversary
1,0.9401013851165771,1,No Adversary
6,0.864607036113739,6,No Adversary
0,0.15908066928386688,0,Adversary
0,0.16216790676116943,0,Adversary
9,0.8759405612945557,9,No Adversary
6,0.161684051156044,6,Adversary
6,0.16154669225215912,6,Adversary
9,0.16336461901664734,9,Adversary
4,0.1602795422077179,4,Adversary
8,0.9285212159156799,8,No Adversary
5,0.27855849266052246,5,Adversary
4,0.9781191349029541,4,No Adversary
4,0.9757985472679138,4,No Adversary
4,0.9401329159736633,4,No Adversary
5,0.14930808544158936,5,Adversary
8,0.13150450587272644,1,Adversary
8,0.9597679376602173,8,No Adversary
2,0.9534335136413574,7,No Adversary
5,0.9757099151611328,5,No Adversary
9,0.9000537395477295,9,No Adversary
8,0.18795844912528992,8,Adversary
8,0.13846857845783234,1,Adversary
0,0.14258159697055817,0,Adversary
0,0.1692703813314438,0,Adversary
4,0.19032908976078033,4,Adversary
3,0.2162567675113678,3,Adversary
2,0.9686654806137085,2,No Adversary
8,0.9569938778877258,8,No Adversary
1,0.9193506836891174,1,No Adversary
8,0.16704784333705902,8,Adversary
3,0.9696857929229736,3,No Adversary
5,0.22260604798793793,5,Adversary
6,0.979444682598114,6,No Adversary
2,0.1955539882183075,2,Adversary
8,0.16684606671333313,8,Adversary
1,0.969643235206604,1,No Adversary
1,0.9886581301689148,1,No Adversary
9,0.8633414506912231,9,No Adversary
5,0.17930230498313904,5,Adversary
0,0.12227452546358109,9,Adversary
2,0.21845264732837677,2,Adversary
6,0.1876429319381714,6,Adversary
3,0.8976829051971436,3,No Adversary
3,0.14554353058338165,3,Adversary
5,0.8372653126716614,5,No Adversary
2,0.12579543888568878,9,Adversary
3,0.7880316972732544,3,No Adversary
1,0.9628932476043701,1,No Adversary
3,0.8278348445892334,3,No Adversary
5,0.9816017746925354,5,No Adversary
5,0.916634202003479,5,No Adversary
4,0.5882048010826111,4,No Adversary
4,0.9878072142601013,4,No Adversary
4,0.20767520368099213,4,Adversary
9,0.16728171706199646,9,Adversary
1,0.15218417346477509,1,Adversary
5,0.9673605561256409,5,No Adversary
3,0.9674174785614014,3,No Adversary
2,0.2573302686214447,2,Adversary
2,0.9603092074394226,2,No Adversary
3,0.17483432590961456,3,Adversary
2,0.2816399335861206,2,Adversary
6,0.1839590072631836,6,Adversary
3,0.20363716781139374,3,Adversary
9,0.8777313232421875,9,No Adversary
3,0.16810831427574158,3,Adversary
2,0.9538640379905701,2,No Adversary
0,0.15010423958301544,0,Adversary
0,0.9836752414703369,0,No Adversary
6,0.976338267326355,6,No Adversary
1,0.98661208152771,1,No Adversary
9,0.9619647860527039,9,No Adversary
8,0.19872625172138214,8,Adversary
3,0.22284458577632904,3,Adversary
7,0.8242558836936951,7,No Adversary
7,0.15693818032741547,7,Adversary
8,0.1471218466758728,7,Adversary
4,0.12830260396003723,4,Adversary
7,0.9680963158607483,7,No Adversary
6,0.14527510106563568,1,Adversary
1,0.13488298654556274,1,Adversary
3,0.16803550720214844,3,Adversary
3,0.9727982878684998,3,No Adversary
1,0.9875044226646423,1,No Adversary
6,0.9053035974502563,6,No Adversary
2,0.926241397857666,2,No Adversary
2,0.22473812103271484,2,Adversary
2,0.20195414125919342,2,Adversary
5,0.30689704418182373,5,Adversary
3,0.16350287199020386,3,Adversary
2,0.969464123249054,2,No Adversary
1,0.9929056763648987,1,No Adversary
2,0.17850416898727417,7,Adversary
6,0.154593825340271,6,Adversary
9,0.18584829568862915,9,Adversary
2,0.2419711947441101,2,Adversary
4,0.21859461069107056,4,Adversary
7,0.8934669494628906,7,No Adversary
1,0.14478765428066254,1,Adversary
0,0.9877464175224304,0,No Adversary
1,0.13744087517261505,1,Adversary
4,0.9726802110671997,4,No Adversary
0,0.1891995668411255,0,Adversary
1,0.14747744798660278,1,Adversary
9,0.142022967338562,9,Adversary
2,0.18846648931503296,7,Adversary
5,0.21971409022808075,5,Adversary
2,0.9818446636199951,2,No Adversary
8,0.14835011959075928,8,Adversary
0,0.1290658712387085,0,Adversary
1,0.9470336437225342,1,No Adversary
3,0.9802311658859253,3,No Adversary
4,0.18485312163829803,4,Adversary
6,0.14660274982452393,6,Adversary
2,0.13374245166778564,1,Adversary
1,0.9901482462882996,1,No Adversary
5,0.2596939206123352,5,Adversary
3,0.9859445095062256,3,No Adversary
2,0.13460542261600494,8,Adversary
8,0.9731303453445435,8,No Adversary
0,0.9726807475090027,0,No Adversary
6,0.1517011672258377,6,Adversary
8,0.9620113968849182,8,No Adversary
4,0.9744110107421875,4,No Adversary
1,0.14477121829986572,1,Adversary
4,0.21298256516456604,4,Adversary
2,0.9529151916503906,2,No Adversary
6,0.9235610365867615,6,No Adversary
2,0.9718064665794373,2,No Adversary
1,0.9847373366355896,1,No Adversary
4,0.15278814733028412,4,Adversary
3,0.19433897733688354,3,Adversary
1,0.1580418348312378,1,Adversary
1,0.14552856981754303,1,Adversary
9,0.13869839906692505,9,Adversary
8,0.8022518157958984,8,No Adversary
4,0.9828378558158875,4,No Adversary
7,0.9778545498847961,7,No Adversary
7,0.9107761979103088,7,No Adversary
4,0.16827091574668884,4,Adversary
1,0.15851819515228271,1,Adversary
5,0.49878227710723877,5,No Adversary
5,0.19062259793281555,5,Adversary
3,0.9704922437667847,3,No Adversary
6,0.9888522624969482,6,No Adversary
5,0.241978719830513,5,Adversary
8,0.16721881926059723,8,Adversary
6,0.19157227873802185,6,Adversary
7,0.9730545282363892,7,No Adversary
2,0.1963038593530655,2,Adversary
3,0.20393522083759308,3,Adversary
2,0.554989218711853,7,No Adversary
8,0.9194795489311218,8,No Adversary
1,0.9787735939025879,1,No Adversary
7,0.9884435534477234,7,No Adversary
9,0.1373003125190735,9,Adversary
5,0.20341606438159943,5,Adversary
2,0.9611620306968689,2,No Adversary
5,0.26933765411376953,5,Adversary
9,0.16219907999038696,9,Adversary
5,0.19431054592132568,5,Adversary
3,0.8534467220306396,3,No Adversary
6,0.15996327996253967,6,Adversary
9,0.9606317281723022,9,No Adversary
5,0.9844188690185547,5,No Adversary
5,0.9503538608551025,5,No Adversary
6,0.7923942804336548,6,No Adversary
3,0.9775710105895996,3,No Adversary
8,0.6629425883293152,8,No Adversary
1,0.9540716409683228,1,No Adversary
7,0.1922825574874878,7,Adversary
0,0.142994225025177,0,Adversary
2,0.9332144260406494,2,No Adversary
4,0.18199554085731506,4,Adversary
1,0.1337074637413025,1,Adversary
5,0.21026980876922607,5,Adversary
9,0.1423347145318985,9,Adversary
5,0.904206395149231,5,No Adversary
0,0.14441430568695068,0,Adversary
7,0.9684616923332214,7,No Adversary
5,0.27597716450691223,5,Adversary
8,0.9595710635185242,8,No Adversary
1,0.977267861366272,1,No Adversary
5,0.3004968762397766,5,Adversary
5,0.19688285887241364,5,Adversary
4,0.991087019443512,4,No Adversary
0,0.9859686493873596,0,No Adversary
5,0.26467373967170715,5,Adversary
0,0.8893610239028931,0,No Adversary
6,0.9707521200180054,6,No Adversary
4,0.9900921583175659,4,No Adversary
4,0.9845183491706848,4,No Adversary
2,0.1699884831905365,2,Adversary
7,0.9834649562835693,7,No Adversary
2,0.1972758173942566,2,Adversary
8,0.17135576903820038,8,Adversary
3,0.1925124228000641,3,Adversary
8,0.9580930471420288,8,No Adversary
3,0.19030684232711792,3,Adversary
2,0.19162899255752563,2,Adversary
2,0.23994234204292297,2,Adversary
2,0.3019980192184448,2,Adversary
4,0.24905237555503845,4,Adversary
4,0.8317091464996338,4,No Adversary
5,0.20553995668888092,5,Adversary
6,0.9608306884765625,6,No Adversary
9,0.8455368280410767,9,No Adversary
9,0.12894490361213684,9,Adversary
6,0.8058046698570251,6,No Adversary
0,0.9841823577880859,0,No Adversary
4,0.14032992720603943,4,Adversary
4,0.9938581585884094,4,No Adversary
1,0.13813740015029907,1,Adversary
4,0.8677364587783813,4,No Adversary
5,0.16663801670074463,8,Adversary
3,0.8395935297012329,3,No Adversary
6,0.1402243673801422,4,Adversary
5,0.9610162377357483,5,No Adversary
3,0.19386646151542664,3,Adversary
1,0.9914546012878418,1,No Adversary
1,0.9899493455886841,1,No Adversary
2,0.19042085111141205,2,Adversary
2,0.9827387928962708,2,No Adversary
1,0.9901509284973145,1,No Adversary
8,0.12248724699020386,8,Adversary
9,0.5169311761856079,9,No Adversary
9,0.9400537014007568,9,No Adversary
3,0.1447039246559143,8,Adversary
2,0.9537643194198608,2,No Adversary
1,0.9875103235244751,1,No Adversary
0,0.16904251277446747,0,Adversary
4,0.883677065372467,4,No Adversary
5,0.18564611673355103,5,Adversary
8,0.7729925513267517,8,No Adversary
4,0.9893951416015625,4,No Adversary
3,0.7759172916412354,3,No Adversary
5,0.17521849274635315,3,Adversary
7,0.588120698928833,7,No Adversary
3,0.9811221957206726,3,No Adversary
8,0.950217068195343,8,No Adversary
3,0.9776245951652527,3,No Adversary
9,0.8610662817955017,9,No Adversary
4,0.146312415599823,4,Adversary
8,0.21014270186424255,8,Adversary
2,0.11793897300958633,9,Adversary
1,0.1402682512998581,1,Adversary
2,0.15779851377010345,7,Adversary
2,0.9828599691390991,2,No Adversary
7,0.8545172810554504,7,No Adversary
4,0.17286162078380585,4,Adversary
1,0.15116719901561737,1,Adversary
0,0.17155387997627258,0,Adversary
6,0.1937936544418335,6,Adversary
7,0.39134421944618225,8,No Adversary
4,0.13187626004219055,4,Adversary
9,0.14875103533267975,9,Adversary
0,0.13521333038806915,0,Adversary
3,0.2454802542924881,3,Adversary
7,0.18263156712055206,7,Adversary
2,0.9336152076721191,2,No Adversary
7,0.9716033935546875,7,No Adversary
9,0.14402347803115845,4,Adversary
5,0.9572606086730957,5,No Adversary
9,0.8227934241294861,9,No Adversary
9,0.9308318495750427,9,No Adversary
3,0.9192714691162109,3,No Adversary
9,0.8754043579101562,9,No Adversary
9,0.8802669048309326,9,No Adversary
4,0.9630260467529297,4,No Adversary
7,0.9534645080566406,7,No Adversary
2,0.1479494422674179,2,Adversary
2,0.9625362157821655,2,No Adversary
5,0.20534858107566833,5,Adversary
3,0.9875564575195312,3,No Adversary
2,0.9556884765625,2,No Adversary
9,0.15842950344085693,9,Adversary
0,0.9858347177505493,0,No Adversary
8,0.8949221968650818,8,No Adversary
8,0.17476658523082733,8,Adversary
8,0.1532159298658371,9,Adversary
9,0.19423046708106995,9,Adversary
1,0.9837504625320435,1,No Adversary
2,0.2460537701845169,2,Adversary
8,0.920850396156311,8,No Adversary
0,0.18295003473758698,0,Adversary
3,0.9832625389099121,3,No Adversary
9,0.9242422580718994,9,No Adversary
8,0.9580541849136353,8,No Adversary
6,0.16631697118282318,6,Adversary
2,0.23136518895626068,2,Adversary
8,0.19375476241111755,8,Adversary
2,0.1939576119184494,2,Adversary
1,0.9917277693748474,1,No Adversary
0,0.15281175076961517,0,Adversary
1,0.14152736961841583,1,Adversary
9,0.9246106743812561,9,No Adversary
1,0.9715480208396912,1,No Adversary
4,0.20696081221103668,4,Adversary
2,0.15091180801391602,3,Adversary
9,0.902463972568512,9,No Adversary
2,0.1262122243642807,9,Adversary
0,0.9566664695739746,0,No Adversary
1,0.9649513363838196,1,No Adversary
2,0.9349958300590515,2,No Adversary
0,0.14888180792331696,0,Adversary
2,0.9232272505760193,2,No Adversary
7,0.9835265278816223,7,No Adversary
4,0.9821723699569702,4,No Adversary
3,0.19286859035491943,3,Adversary
5,0.6073976755142212,5,No Adversary
8,0.9151589274406433,8,No Adversary
7,0.9798782467842102,7,No Adversary
4,0.19427528977394104,4,Adversary
6,0.9921090006828308,6,No Adversary
3,0.9750818014144897,3,No Adversary
6,0.9808443188667297,6,No Adversary
6,0.13597293198108673,1,Adversary
3,0.9862219095230103,3,No Adversary
3,0.2140614092350006,3,Adversary
6,0.9914349913597107,6,No Adversary
0,0.15387633442878723,0,Adversary
8,0.8290479183197021,8,No Adversary
6,0.16387180984020233,6,Adversary
9,0.12923426926136017,9,Adversary
0,0.9790924191474915,0,No Adversary
5,0.2976699769496918,5,Adversary
2,0.9867685437202454,2,No Adversary
4,0.9790787696838379,4,No Adversary
8,0.15306276082992554,8,Adversary
2,0.13501955568790436,2,Adversary
5,0.9791703820228577,5,No Adversary
1,0.9496651291847229,1,No Adversary
9,0.8553962111473083,9,No Adversary
7,0.14037059247493744,7,Adversary
0,0.15769851207733154,0,Adversary
6,0.9842954874038696,6,No Adversary
7,0.17448323965072632,7,Adversary
2,0.22139793634414673,2,Adversary
6,0.16089986264705658,6,Adversary
0,0.9946800470352173,0,No Adversary
7,0.19067980349063873,7,Adversary
8,0.9077296257019043,8,No Adversary
4,0.9471713304519653,4,No Adversary
8,0.17634840309619904,8,Adversary
4,0.9820959568023682,4,No Adversary
4,0.1764311045408249,4,Adversary
5,0.21030281484127045,5,Adversary
1,0.9612560868263245,1,No Adversary
8,0.15880849957466125,8,Adversary
0,0.9797744154930115,0,No Adversary
3,0.19663120806217194,3,Adversary
2,0.25265589356422424,2,Adversary
5,0.4868602752685547,9,No Adversary
2,0.9545702338218689,2,No Adversary
2,0.19146853685379028,2,Adversary
2,0.9838360548019409,2,No Adversary
8,0.18090301752090454,8,Adversary
3,0.14704573154449463,3,Adversary
1,0.14242684841156006,1,Adversary
1,0.15030618011951447,1,Adversary
2,0.9519042372703552,2,No Adversary
7,0.1523214727640152,7,Adversary
1,0.9791710376739502,1,No Adversary
1,0.13506342470645905,1,Adversary
1,0.13971976935863495,1,Adversary
0,0.947306215763092,0,No Adversary
3,0.17931298911571503,3,Adversary
2,0.17314070463180542,7,Adversary
3,0.24998228251934052,3,Adversary
0,0.17059816420078278,0,Adversary
0,0.9679338335990906,0,No Adversary
0,0.13848203420639038,0,Adversary
9,0.14340318739414215,9,Adversary
8,0.1585257649421692,8,Adversary
8,0.9300935864448547,8,No Adversary
2,0.11089290678501129,9,Adversary
8,0.2051461935043335,8,Adversary
9,0.14971911907196045,9,Adversary
3,0.9585505723953247,3,No Adversary
0,0.9743631482124329,0,No Adversary
6,0.9952294826507568,6,No Adversary
6,0.17617343366146088,6,Adversary
9,0.8986440300941467,9,No Adversary
9,0.9471539258956909,9,No Adversary
2,0.19009281694889069,2,Adversary
2,0.18874910473823547,2,Adversary
9,0.1678459495306015,9,Adversary
4,0.8795936107635498,4,No Adversary
2,0.236222043633461,2,Adversary
6,0.9769823551177979,6,No Adversary
3,0.9525825381278992,3,No Adversary
4,0.17075039446353912,4,Adversary
2,0.45541638135910034,7,No Adversary
1,0.1570267528295517,1,Adversary
9,0.1423865705728531,4,Adversary
5,0.9418232440948486,5,No Adversary
7,0.16766752302646637,7,Adversary
0,0.9797638654708862,0,No Adversary
2,0.9797725081443787,2,No Adversary
6,0.992031991481781,6,No Adversary
6,0.19984233379364014,6,Adversary
8,0.7377116680145264,8,No Adversary
5,0.24076718091964722,5,Adversary
4,0.17827720940113068,4,Adversary
2,0.24126309156417847,2,Adversary
5,0.1610623300075531,5,Adversary
9,0.5740768313407898,9,No Adversary
2,0.941243588924408,2,No Adversary
2,0.1333017498254776,1,Adversary
7,0.8825230598449707,7,No Adversary
6,0.18012844026088715,6,Adversary
7,0.9801083207130432,7,No Adversary
0,0.16001355648040771,0,Adversary
8,0.1301673948764801,0,Adversary
6,0.9711377024650574,6,No Adversary
8,0.16842399537563324,8,Adversary
8,0.9783518314361572,8,No Adversary
4,0.16376829147338867,4,Adversary
8,0.16500058770179749,8,Adversary
7,0.9670398235321045,7,No Adversary
4,0.7616766095161438,4,No Adversary
6,0.7134419083595276,6,No Adversary
4,0.9581670165061951,4,No Adversary
3,0.9896172881126404,3,No Adversary
1,0.1341397762298584,1,Adversary
5,0.2621076703071594,5,Adversary
8,0.8424473404884338,8,No Adversary
3,0.1882908046245575,3,Adversary
7,0.16333697736263275,7,Adversary
1,0.9845123887062073,1,No Adversary
3,0.8797345757484436,3,No Adversary
5,0.16792194545269012,6,Adversary
0,0.9894416332244873,0,No Adversary
3,0.17907607555389404,3,Adversary
0,0.9789083003997803,0,No Adversary
0,0.9741829037666321,0,No Adversary
4,0.18008361756801605,4,Adversary
8,0.9830166101455688,8,No Adversary
5,0.22210434079170227,5,Adversary
3,0.9762840270996094,3,No Adversary
0,0.20558826625347137,0,Adversary
5,0.803630530834198,5,No Adversary
3,0.20995301008224487,3,Adversary
4,0.986935555934906,4,No Adversary
8,0.13143092393875122,7,Adversary
9,0.9490147233009338,9,No Adversary
9,0.15453773736953735,9,Adversary
5,0.9711750149726868,5,No Adversary
0,0.9971036314964294,0,No Adversary
7,0.1983269900083542,7,Adversary
8,0.18883560597896576,8,Adversary
4,0.24790231883525848,4,Adversary
2,0.927682638168335,2,No Adversary
2,0.9505665302276611,2,No Adversary
5,0.2550327181816101,5,Adversary
1,0.14588326215744019,1,Adversary
0,0.15192000567913055,0,Adversary
1,0.8191233277320862,7,No Adversary
3,0.8679584264755249,3,No Adversary
2,0.18286187946796417,7,Adversary
8,0.8592104911804199,8,No Adversary
3,0.9116359949111938,3,No Adversary
8,0.8864251971244812,8,No Adversary
0,0.16332267224788666,0,Adversary
8,0.13680052757263184,8,Adversary
4,0.20971497893333435,4,Adversary
1,0.1478411853313446,1,Adversary
2,0.15162743628025055,7,Adversary
9,0.7633620500564575,9,No Adversary
1,0.13650262355804443,1,Adversary
8,0.1493273228406906,8,Adversary
6,0.9453164935112,6,No Adversary
0,0.9660246968269348,0,No Adversary
9,0.906833827495575,9,No Adversary
2,0.8772062063217163,2,No Adversary
2,0.1768334060907364,4,Adversary
5,0.26076263189315796,5,Adversary
3,0.2070171982049942,3,Adversary
1,0.952476978302002,1,No Adversary
2,0.19936822354793549,2,Adversary
4,0.15516503155231476,4,Adversary
0,0.9737904071807861,0,No Adversary
9,0.9583122134208679,9,No Adversary
0,0.9855667948722839,0,No Adversary
8,0.14096884429454803,8,Adversary
0,0.8999360799789429,0,No Adversary
3,0.23085588216781616,3,Adversary
2,0.2189006805419922,2,Adversary
9,0.9408152103424072,9,No Adversary
5,0.26761677861213684,5,Adversary
1,0.9594417810440063,1,No Adversary
4,0.9910699725151062,4,No Adversary
